Genome	Genome ID	Accession	BRC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2258"	"BT_2194"	"VBIBacThe70966_2258"	"PATRIC.226186.12.NC_004663.CDS.2754557.2754817.rev"	"PATRIC"	"CDS"	2754557	2754817	261	"-"	"FIG00638284"	"PLF_816_00022527"	"PGF_00857599"	"NP_811107.1"	86		"sialidase precursor, exo-alpha-sialidase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2259"		"VBIBacThe70966_2259"	"PATRIC.226186.12.NC_004663.CDS.2754785.2755522.fwd"	"PATRIC"	"CDS"	2754785	2755522	738	"+"		"PLF_816_00053528"	"PGF_08154729"		245		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.251"	"BT_0250"	"VBIBacThe70966_0251"	"PATRIC.226186.12.NC_004663.CDS.275479.276816.rev"	"PATRIC"	"CDS"	275479	276816	1338	"-"	"FIG00000032"	"PLF_816_00005084"	"PGF_00423378"	"NP_809163.1"	445		"Dihydroorotase (EC 3.5.2.3)"	"GO:0004151|dihydroorotase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2260"	"BT_2195"	"VBIBacThe70966_2260"	"PATRIC.226186.12.NC_004663.CDS.2755560.2757302.rev"	"PATRIC"	"CDS"	2755560	2757302	1743	"-"	"FIG00638284"	"PLF_816_00021416"	"PGF_04922998"	"NP_811108.1"	580		"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2261"	"BT_2196"	"VBIBacThe70966_2261"	"PATRIC.226186.12.NC_004663.CDS.2757331.2760693.rev"	"PATRIC"	"CDS"	2757331	2760693	3363	"-"	"FIG01260980"	"PLF_816_00017641"	"PGF_02755714"	"NP_811109.1"	1120		"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2262"	"BT_2197"	"VBIBacThe70966_2262"	"PATRIC.226186.12.NC_004663.CDS.2760889.2761857.rev"	"PATRIC"	"CDS"	2760889	2761857	969	"-"	"FIG00946040"	"PLF_816_00021390"	"PGF_10251367"	"NP_811110.1"	322		"Putative anti-sigma factor"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2263"	"BT_2198"	"VBIBacThe70966_2263"	"PATRIC.226186.12.NC_004663.CDS.2762259.2762840.rev"	"PATRIC"	"CDS"	2762259	2762840	582	"-"	"FIG00937790"	"PLF_816_00024229"	"PGF_00896280"	"NP_811111.1"	193		"RNA polymerase ECF-type sigma factor"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2264"	"BT_2199"	"VBIBacThe70966_2264"	"PATRIC.226186.12.NC_004663.CDS.2762989.2765265.rev"	"PATRIC"	"CDS"	2762989	2765265	2277	"-"	"FIG00004078"	"PLF_816_00001934"	"PGF_00045730"	"NP_811112.1"	758		"Alpha-1,2-mannosidase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2265"	"BT_2200"	"VBIBacThe70966_2265"	"PATRIC.226186.12.NC_004663.CDS.2765368.2767257.rev"	"PATRIC"	"CDS"	2765368	2767257	1890	"-"	"FIG00638284"	"PLF_816_00012732"	"PGF_00853397"	"NP_811113.1"	629		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2266"	"BT_2201"	"VBIBacThe70966_2266"	"PATRIC.226186.12.NC_004663.CDS.2767291.2768934.rev"	"PATRIC"	"CDS"	2767291	2768934	1644	"-"	"FIG00638284"	"PLF_816_00024174"	"PGF_04922998"	"NP_811114.1"	547		"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.252"	"BT_0251"	"VBIBacThe70966_0252"	"PATRIC.226186.12.NC_004663.CDS.276813.277556.rev"	"PATRIC"	"CDS"	276813	277556	744	"-"	"FIG00001006"	"PLF_816_00073553"	"PGF_00833382"	"NP_809164.1"	247		"Dolichol-phosphate mannosyltransferase (EC 2.4.1.83)"	"GO:0004582|dolichyl-phosphate beta-D-mannosyltransferase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2267"	"BT_2202"	"VBIBacThe70966_2267"	"PATRIC.226186.12.NC_004663.CDS.2768949.2771939.rev"	"PATRIC"	"CDS"	2768949	2771939	2991	"-"	"FIG01260980"	"PLF_816_00024175"	"PGF_02755714"	"NP_811115.1"	996		"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2268"	"BT_2203"	"VBIBacThe70966_2268"	"PATRIC.226186.12.NC_004663.CDS.2771962.2773008.rev"	"PATRIC"	"CDS"	2771962	2773008	1047	"-"	"FIG00638284"	"PLF_816_00024804"	"PGF_08178381"	"NP_811116.1"	348		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2269"	"BT_2204"	"VBIBacThe70966_2269"	"PATRIC.226186.12.NC_004663.CDS.2773161.2775734.rev"	"PATRIC"	"CDS"	2773161	2775734	2574	"-"	"FIG00638284"	"PLF_816_00019604"	"PGF_00297658"	"NP_811117.1"	857		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2270"	"BT_2205"	"VBIBacThe70966_2270"	"PATRIC.226186.12.NC_004663.CDS.2776070.2776495.fwd"	"PATRIC"	"CDS"	2776070	2776495	426	"+"	"FIG00935912"	"PLF_816_00000996"	"PGF_08225224"	"NP_811118.1"	141		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2271"	"BT_2206"	"VBIBacThe70966_2271"	"PATRIC.226186.12.NC_004663.CDS.2776605.2777414.fwd"	"PATRIC"	"CDS"	2776605	2777414	810	"+"	"FIG00005113"	"PLF_816_00000355"	"PGF_04150742"	"NP_811119.1"	269		"Zinc ABC transporter, permease protein ZnuB"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2272"	"BT_2207"	"VBIBacThe70966_2272"	"PATRIC.226186.12.NC_004663.CDS.2777429.2777842.fwd"	"PATRIC"	"CDS"	2777429	2777842	414	"+"	"FIG00000228"	"PLF_816_00000398"	"PGF_03753407"	"NP_811120.1"	137		"tRNA threonylcarbamoyladenosine biosynthesis protein TsaE"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2273"	"BT_2208"	"VBIBacThe70966_2273"	"PATRIC.226186.12.NC_004663.CDS.2777839.2778063.fwd"	"PATRIC"	"CDS"	2777839	2778063	225	"+"	"FIG00638284"	"PLF_816_00005155"	"PGF_00862429"	"NP_811121.1"	74		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2274"	"BT_2209"	"VBIBacThe70966_2274"	"PATRIC.226186.12.NC_004663.CDS.2778139.2778432.fwd"	"PATRIC"	"CDS"	2778139	2778432	294	"+"	"FIG01440083"	"PLF_816_00123730"	"PGF_05246660"	"NP_811122.1"	97		"Nucleotidyltransferase domain protein, BT0168 group"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.253"	"BT_0252"	"VBIBacThe70966_0253"	"PATRIC.226186.12.NC_004663.CDS.277855.281184.fwd"	"PATRIC"	"CDS"	277855	281184	3330	"+"	"FIG00067681"	"PLF_816_00000125"	"PGF_08675943"	"NP_809165.1"	1109		"Transcription-repair coupling factor"	"GO:0003676|nucleic acid binding;GO:0003700|transcription factor activity;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0008026|ATP-dependent helicase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2275"	"BT_2211"	"VBIBacThe70966_2275"	"PATRIC.226186.12.NC_004663.CDS.2778788.2779213.rev"	"PATRIC"	"CDS"	2778788	2779213	426	"-"	"FIG00485194"	"PLF_816_00004049"	"PGF_08225224"	"NP_811124.1"	141		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2276"		"VBIBacThe70966_2276"	"PATRIC.226186.12.NC_004663.CDS.2779214.2779987.fwd"	"PATRIC"	"CDS"	2779214	2779987	774	"+"	"FIG00638284"	"PLF_816_00043703"	"PGF_06993167"		257		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2277"	"BT_2212"	"VBIBacThe70966_2277"	"PATRIC.226186.12.NC_004663.CDS.2780158.2781132.rev"	"PATRIC"	"CDS"	2780158	2781132	975	"-"	"FIG01225784"	"PLF_816_00001230"	"PGF_00839349"	"NP_811125.1"	324		"MoxR-like ATPases"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2278"	"BT_2213"	"VBIBacThe70966_2278"	"PATRIC.226186.12.NC_004663.CDS.2781144.2782418.rev"	"PATRIC"	"CDS"	2781144	2782418	1275	"-"	"FIG00653386"	"PLF_816_00135731"	"PGF_00984756"	"NP_811126.1"	424		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2279"	"BT_2214"	"VBIBacThe70966_2279"	"PATRIC.226186.12.NC_004663.CDS.2782415.2783029.rev"	"PATRIC"	"CDS"	2782415	2783029	615	"-"	"FIG00938727"	"PLF_816_00004003"	"PGF_02768381"	"NP_811127.1"	204		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.4"	"BT_0004"	"VBIBacThe70966_0004"	"PATRIC.226186.12.NC_004663.CDS.2783.3451.fwd"	"PATRIC"	"CDS"	2783	3451	669	"+"	"FIG00638284"	"PLF_816_00026984"	"PGF_00860255"	"NP_808917.1"	222		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2280"	"BT_2215"	"VBIBacThe70966_2280"	"PATRIC.226186.12.NC_004663.CDS.2783050.2783955.rev"	"PATRIC"	"CDS"	2783050	2783955	906	"-"	"FIG00937490"	"PLF_816_00004050"	"PGF_09804981"	"NP_811128.1"	301		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2281"	"BT_2216"	"VBIBacThe70966_2281"	"PATRIC.226186.12.NC_004663.CDS.2783963.2784925.rev"	"PATRIC"	"CDS"	2783963	2784925	963	"-"	"FIG00649400"	"PLF_816_00071791"	"PGF_00070059"	"NP_811129.1"	320		"conserved hypothetical protein, putative integral membrane protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2282"	"BT_2217"	"VBIBacThe70966_2282"	"PATRIC.226186.12.NC_004663.CDS.2785123.2786508.rev"	"PATRIC"	"CDS"	2785123	2786508	1386	"-"	"FIG00638284"	"PLF_816_00123830"	"PGF_00151120"	"NP_811130.1"	461		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2283"	"BT_2218"	"VBIBacThe70966_2283"	"PATRIC.226186.12.NC_004663.CDS.2786521.2786919.rev"	"PATRIC"	"CDS"	2786521	2786919	399	"-"	"FIG00638284"	"PLF_816_00050610"	"PGF_07689182"	"NP_811131.1"	132		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2284"	"BT_2219"	"VBIBacThe70966_2284"	"PATRIC.226186.12.NC_004663.CDS.2786924.2788333.rev"	"PATRIC"	"CDS"	2786924	2788333	1410	"-"	"FIG00638284"	"PLF_816_00024914"	"PGF_00151120"	"NP_811132.1"	469		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2285"	"BT_2220"	"VBIBacThe70966_2285"	"PATRIC.226186.12.NC_004663.CDS.2788390.2789664.rev"	"PATRIC"	"CDS"	2788390	2789664	1275	"-"	"FIG00638284"	"PLF_816_00024873"	"PGF_07628829"	"NP_811133.1"	424		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2286"	"BT_2221"	"VBIBacThe70966_2286"	"PATRIC.226186.12.NC_004663.CDS.2789679.2789996.rev"	"PATRIC"	"CDS"	2789679	2789996	318	"-"	"FIG00638284"	"PLF_816_00050611"	"PGF_00876946"	"NP_811134.1"	105		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2287"	"BT_2222"	"VBIBacThe70966_2287"	"PATRIC.226186.12.NC_004663.CDS.2790336.2791499.fwd"	"PATRIC"	"CDS"	2790336	2791499	1164	"+"	"FIG01306568"	"PLF_816_00001098"	"PGF_00061617"	"NP_811135.1"	387		"Transposase, Gmet_2093 family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2288"	"BT_2223"	"VBIBacThe70966_2288"	"PATRIC.226186.12.NC_004663.CDS.2791544.2793331.rev"	"PATRIC"	"CDS"	2791544	2793331	1788	"-"	"FIG01336235"	"PLF_816_00021510"	"PGF_00055667"	"NP_811136.1"	595		"TPR-repeat-containing protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2289"	"BT_2224"	"VBIBacThe70966_2289"	"PATRIC.226186.12.NC_004663.CDS.2793433.2794158.fwd"	"PATRIC"	"CDS"	2793433	2794158	726	"+"	"FIG00657235"	"PLF_816_00004052"	"PGF_00120152"	"NP_811137.1"	241		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2290"	"BT_2225"	"VBIBacThe70966_2290"	"PATRIC.226186.12.NC_004663.CDS.2794168.2794773.rev"	"PATRIC"	"CDS"	2794168	2794773	606	"-"	"FIG01326599"	"PLF_816_00024115"	"PGF_00858653"	"NP_811138.1"	201		"Putative DNA-binding protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2291"	"BT_2226"	"VBIBacThe70966_2291"	"PATRIC.226186.12.NC_004663.CDS.2795082.2795927.fwd"	"PATRIC"	"CDS"	2795082	2795927	846	"+"	"FIG00510130"	"PLF_816_00014134"	"PGF_10531158"	"NP_811139.1"	281		"Transcriptional regulator, AraC family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2292"	"BT_2228"	"VBIBacThe70966_2292"	"PATRIC.226186.12.NC_004663.CDS.2796547.2796882.rev"	"PATRIC"	"CDS"	2796547	2796882	336	"-"	"FIG01368636"	"PLF_816_00001269"	"PGF_02980014"	"NP_811141.1"	111		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2293"	"BT_2229"	"VBIBacThe70966_2293"	"PATRIC.226186.12.NC_004663.CDS.2796926.2797240.rev"	"PATRIC"	"CDS"	2796926	2797240	315	"-"	"FIG01955919"	"PLF_816_00001095"	"PGF_10345259"	"NP_811142.1"	104		"Thioredoxin"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2294"	"BT_2230"	"VBIBacThe70966_2294"	"PATRIC.226186.12.NC_004663.CDS.2797309.2801112.rev"	"PATRIC"	"CDS"	2797309	2801112	3804	"-"	"FIG00041038"	"PLF_816_00000107"	"PGF_10406880"	"NP_811143.1"	1267		"DNA polymerase III alpha subunit (EC 2.7.7.7)"	"GO:0003887|DNA-directed DNA polymerase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2295"		"VBIBacThe70966_2295"	"PATRIC.226186.12.NC_004663.CDS.2801125.2801271.rev"	"PATRIC"	"CDS"	2801125	2801271	147	"-"	"FIG00638284"	"PLF_816_00021014"	"PGF_00857083"		48		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2296"	"BT_2231"	"VBIBacThe70966_2296"	"PATRIC.226186.12.NC_004663.CDS.2801274.2801960.fwd"	"PATRIC"	"CDS"	2801274	2801960	687	"+"	"FIG00001264"	"PLF_816_00000510"	"PGF_01065911"	"NP_811144.1"	228		"Phosphatidylserine decarboxylase (EC 4.1.1.65)"	"GO:0004609|phosphatidylserine decarboxylase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2297"	"BT_2232"	"VBIBacThe70966_2297"	"PATRIC.226186.12.NC_004663.CDS.2801971.2802678.fwd"	"PATRIC"	"CDS"	2801971	2802678	708	"+"	"FIG00000775"	"PLF_816_00003955"	"PGF_10373609"	"NP_811145.1"	235		"CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)"	"GO:0003882|CDP-diacylglycerol-serine O-phosphatidyltransferase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2298"	"BT_2233"	"VBIBacThe70966_2298"	"PATRIC.226186.12.NC_004663.CDS.2802745.2803044.fwd"	"PATRIC"	"CDS"	2802745	2803044	300	"+"	"FIG00638284"	"PLF_816_00006615"	"PGF_09804815"	"NP_811146.1"	99		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2299"	"BT_2234"	"VBIBacThe70966_2299"	"PATRIC.226186.12.NC_004663.CDS.2803099.2803515.rev"	"PATRIC"	"CDS"	2803099	2803515	417	"-"	"FIG00000291"	"PLF_816_00000405"	"PGF_07596127"	"NP_811147.1"	138		"tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2300"	"BT_2235"	"VBIBacThe70966_2300"	"PATRIC.226186.12.NC_004663.CDS.2803542.2803856.rev"	"PATRIC"	"CDS"	2803542	2803856	315	"-"	"FIG01312802"	"PLF_816_00000759"	"PGF_02886362"	"NP_811148.1"	104		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2301"	"BT_2236"	"VBIBacThe70966_2301"	"PATRIC.226186.12.NC_004663.CDS.2803831.2804208.fwd"	"PATRIC"	"CDS"	2803831	2804208	378	"+"	"FIG00898174"	"PLF_816_00008286"	"PGF_02501663"	"NP_811149.1"	125		"UPF0102 protein YraN"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2302"	"BT_2237"	"VBIBacThe70966_2302"	"PATRIC.226186.12.NC_004663.CDS.2804343.2804615.fwd"	"PATRIC"	"CDS"	2804343	2804615	273	"+"	"FIG00898591"	"PLF_816_00027906"	"PGF_00860844"	"NP_811150.1"	90		"Uncharacterized protein YjbR"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2303"	"BT_2238"	"VBIBacThe70966_2303"	"PATRIC.226186.12.NC_004663.CDS.2804599.2805363.fwd"	"PATRIC"	"CDS"	2804599	2805363	765	"+"	"FIG00000972"	"PLF_816_00005191"	"PGF_02334240"	"NP_811151.1"	254		"Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)"	"GO:0004079|biotin-[methylmalonyl-CoA-carboxytransferase] ligase activity;GO:0004080|biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity;GO:0004078|biotin-[methylcrotonoyl-CoA-carboxylase] ligase activity;GO:0004077|biotin-[acetyl-CoA-carboxylase] ligase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2304"	"BT_2239"	"VBIBacThe70966_2304"	"PATRIC.226186.12.NC_004663.CDS.2805430.2807127.fwd"	"PATRIC"	"CDS"	2805430	2807127	1698	"+"	"FIG00556432"	"PLF_816_00019069"	"PGF_01223583"	"NP_811152.1"	565		"Carboxyl-terminal protease"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2305"	"BT_2240"	"VBIBacThe70966_2305"	"PATRIC.226186.12.NC_004663.CDS.2807169.2807852.rev"	"PATRIC"	"CDS"	2807169	2807852	684	"-"	"FIG01359386"	"PLF_816_00005105"	"PGF_00055653"	"NP_811153.1"	227		"TPR-domain-containing protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2306"	"BT_2241"	"VBIBacThe70966_2306"	"PATRIC.226186.12.NC_004663.CDS.2807964.2809283.fwd"	"PATRIC"	"CDS"	2807964	2809283	1320	"+"	"FIG00634291"	"PLF_816_00000367"	"PGF_03131321"	"NP_811154.1"	439		"DNA-damage-inducible protein F"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2307"	"BT_2242"	"VBIBacThe70966_2307"	"PATRIC.226186.12.NC_004663.CDS.2809357.2810067.fwd"	"PATRIC"	"CDS"	2809357	2810067	711	"+"	"FIG00001819"	"PLF_816_00000463"	"PGF_02923127"	"NP_811155.1"	236		"Uridylate kinase (EC 2.7.4.22)"	"GO:0033862|UMP kinase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2308"	"BT_2243"	"VBIBacThe70966_2308"	"PATRIC.226186.12.NC_004663.CDS.2810207.2812687.fwd"	"PATRIC"	"CDS"	2810207	2812687	2481	"+"	"FIG00638284"	"PLF_816_00024805"	"PGF_00858828"	"NP_811156.1"	826		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2309"	"BT_2244"	"VBIBacThe70966_2309"	"PATRIC.226186.12.NC_004663.CDS.2812693.2813778.rev"	"PATRIC"	"CDS"	2812693	2813778	1086	"-"	"FIG00638284"	"PLF_816_00024806"	"PGF_00109961"	"NP_811157.1"	361		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.254"	"BT_0253"	"VBIBacThe70966_0254"	"PATRIC.226186.12.NC_004663.CDS.281298.282143.fwd"	"PATRIC"	"CDS"	281298	282143	846	"+"	"FIG00638284"	"PLF_816_00019913"	"PGF_00286909"	"NP_809166.1"	281		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.34"	"BT_0031"	"VBIBacThe70966_0034"	"PATRIC.226186.12.NC_004663.CDS.28131.29195.fwd"	"PATRIC"	"CDS"	28131	29195	1065	"+"	"FIG00638284"	"PLF_816_00029638"	"PGF_00208869"	"NP_808944.1"	354		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2310"	"BT_2245"	"VBIBacThe70966_2310"	"PATRIC.226186.12.NC_004663.CDS.2813785.2814840.rev"	"PATRIC"	"CDS"	2813785	2814840	1056	"-"	"FIG00638284"	"PLF_816_00134320"	"PGF_00858829"	"NP_811158.1"	351		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2311"	"BT_2246"	"VBIBacThe70966_2311"	"PATRIC.226186.12.NC_004663.CDS.2814861.2816909.rev"	"PATRIC"	"CDS"	2814861	2816909	2049	"-"	"FIG00638284"	"PLF_816_00021909"	"PGF_00188828"	"NP_811159.1"	682		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2312"	"BT_2247"	"VBIBacThe70966_2312"	"PATRIC.226186.12.NC_004663.CDS.2816913.2817215.rev"	"PATRIC"	"CDS"	2816913	2817215	303	"-"	"FIG01504177"	"PLF_816_00022511"	"PGF_00410388"	"NP_811160.1"	100		"putative ryanodine receptor"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2313"	"BT_2248"	"VBIBacThe70966_2313"	"PATRIC.226186.12.NC_004663.CDS.2817625.2818536.fwd"	"PATRIC"	"CDS"	2817625	2818536	912	"+"	"FIG00846773"	"PLF_816_00025534"	"PGF_00859136"	"NP_811161.1"	303		"Integral membrane protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2314"	"BT_2249"	"VBIBacThe70966_2314"	"PATRIC.226186.12.NC_004663.CDS.2818636.2819148.fwd"	"PATRIC"	"CDS"	2818636	2819148	513	"+"	"FIG00000202"	"PLF_816_00000516"	"PGF_00048926"	"NP_811162.1"	170	"frr"	"Ribosome recycling factor"	"GO:0006412|translation"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2315"	"BT_2250"	"VBIBacThe70966_2315"	"PATRIC.226186.12.NC_004663.CDS.2819243.2820175.fwd"	"PATRIC"	"CDS"	2819243	2820175	933	"+"	"FIG00000464"	"PLF_816_00000517"	"PGF_00048928"	"NP_811163.1"	310		"Ribosome small subunit biogenesis RbfA-release protein RsgA"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2316"	"BT_2251"	"VBIBacThe70966_2316"	"PATRIC.226186.12.NC_004663.CDS.2820491.2821573.fwd"	"PATRIC"	"CDS"	2820491	2821573	1083	"+"	"FIG00207095"	"PLF_816_00005442"	"PGF_10509026"	"NP_811164.1"	360		"RND efflux system, membrane fusion protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.2317"	"BT_2252"	"VBIBacThe70966_2317"	"PATRIC.226186.12.NC_004663.CDS.2821589.2824621.fwd"	"PATRIC"	"CDS"	2821589	2824621	3033	"+"	"FIG00132942"	"PLF_816_00009897"	"PGF_10503671"	"NP_811165.1"	1010		"RND multidrug efflux transporter; Acriflavin resistance protein"	
